Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
"Kia America, Inc.",26V232000,False,False,False,,10/04/2026,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Kia America, Inc. (Kia) is recalling certain 2022-2026 Carnival vehicles. Fuel may leak at the pipe connection between the fuel pipe and fuel rail.",A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge. Owner notification letters were mailed June 2, 2026. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC368. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on April 24, 2026.",,2026,KIA,CARNIVAL,KIA,CARNIVAL,2026,2026-04-10
Kia Motors America,22V322000,False,False,False,,11/05/2022,PARKING BRAKE:ELECTRICAL:CONTROL MODULE:SOFTWARE,"Kia Motor America (Kia) is recalling certain 2022 EV6 vehicles.  A software error in the Shifter Control Unit (SCU) may disengage the parking mechanism, which can allow the vehicle to rollaway.",Vehicle rollaway can increase the risk of a crash or injury.,"Drivers are recommended to park their vehicles on level ground and avoid parking on a slope/inclined surface whenever possible until the remedy has been performed.  Dealers will update the Shifter Control Unit software, free of charge.  Owner notification letters were mailed May 25, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC236.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,EV6,KIA,EV6,2022,2022-05-11
"Kia America, Inc.",24V200000,False,False,False,PE23012,14/03/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters are expected to be mailed April 29, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC302.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,EV6,KIA,EV6,2022,2024-03-14
"Kia America, Inc.",24V867000,False,False,False,,18/11/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 13, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC327.  This recall expands and replaces previous recall number 24V-200.  Vehicles previously repaired under recall 24V-200 will need to have the new remedy completed.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2022,KIA,EV6,KIA,EV6,2022,2024-11-18
"Kia America, Inc.",24V057000,False,False,False,,31/01/2024,POWER TRAIN:DRIVELINE:DRIVESHAFT,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Niro EV and 2023 EV6 vehicles.  One of the drive shafts may have been improperly heat-treated, allowing it to break under load and resulting in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the drive shaft, free of charge.  Owner notification letters were mailed March 28, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC295.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,EV6,KIA,EV6,2023,2024-01-31
"Kia America, Inc.",24V200000,False,False,False,PE23012,14/03/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters are expected to be mailed April 29, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC302.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,EV6,KIA,EV6,2023,2024-03-14
"Kia America, Inc.",24V867000,False,False,False,,18/11/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 13, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC327.  This recall expands and replaces previous recall number 24V-200.  Vehicles previously repaired under recall 24V-200 will need to have the new remedy completed.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2023,KIA,EV6,KIA,EV6,2023,2024-11-18
"Kia America, Inc.",24V200000,False,False,False,PE23012,14/03/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters are expected to be mailed April 29, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC302.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,EV6,KIA,EV6,2024,2024-03-14
"Kia America, Inc.",24V867000,False,False,False,,18/11/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 13, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC327.  This recall expands and replaces previous recall number 24V-200.  Vehicles previously repaired under recall 24V-200 will need to have the new remedy completed.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2024,KIA,EV6,KIA,EV6,2024,2024-11-18
"Kia America, Inc.",24V271000,False,False,False,,16/04/2024,POWER TRAIN:DRIVELINE:DIFFERENTIAL UNIT,"Kia America, Inc. (Kia) is recalling certain 2023 Niro EV and 2024 EV9 vehicles.  The differential gear bolts in the gear drive unit may not be tightened properly, which can result in a loss of drive power or cause the differential to lock up.",A loss of drive power or differential lock up can increase the risk of a crash.,"Dealers will replace the gear drive unit, free of charge.  Owner notification letters were mailed May 17, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC308.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,EV9,KIA,EV9,2024,2024-04-16
"Kia America, Inc.",24V338000,False,False,False,,14/05/2024,SEAT BELTS:FRONT:RETRACTOR,"Kia America, Inc. (Kia) is recalling certain 2024 EV9 vehicles.  The front passenger seat belt retractor cover may not be secured properly, which can cause the front passenger seat belt automatic locking retractor (ALR) and emergency locking retractor (ELR) to not operate as intended.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupant Crash Protection"" and 209, ""Seat Belt Assemblies.""",A seat belt retractor that does not operate as intended increases the risk of injury in a crash.,"Dealers will replace the front passenger seat belt assembly, free of charge.  Owner notification letters were mailed June 5, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC312.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,EV9,KIA,EV9,2024,2024-05-14
"Kia America, Inc.",24V400000,False,False,False,,04/06/2024,STRUCTURE:INTERIOR PANELS:CEILING,"Kia America, Inc. (Kia) is recalling certain 2024 EV9 vehicles.  The headliner may not adequately protect passengers from impact in a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 201, ""Occupant Protection In Interior Impact.""",A headliner with inadequate impact protection increases the risk of injury during a crash.,"Dealers will replace the impact absorbing plates mounted on the headliner, free of charge.  Owner notification letters were mailed July 30, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC317.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,EV9,KIA,EV9,2024,2024-06-04
"Kia America, Inc.",24V693000,False,False,False,,17/09/2024,PARKING BRAKE:ELECTRICAL:CONTROL MODULE:SOFTWARE,"Kia America, Inc. (Kia) is recalling certain 2024 EV9 vehicles.  A software error may cause the remote smart parking assist feature, which allows the operator to remotely move the vehicle, to miscalculate stopping distances.",A remote smart parking assist feature that miscalculates stopping distances may increase the risk of a crash.,"Dealers will update the integrated electronic brake software, free of charge.  Owner notification letters were mailed October 4, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC324.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,EV9,KIA,EV9,2024,2024-09-17
"Kia America, Inc.",24V757000,False,False,True,,10/10/2024,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2024-2025 EV9 vehicles.  Due to a software error, the instrument panel screen may fail.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","The instrument cluster software will be updated by a dealer or through an over-the-air (OTA) update, free of charge.  Owner notification letters were mailed October 25, 2024.  Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC326.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2024,KIA,EV9,KIA,EV9,2024,2024-10-10
"Kia America, Inc.",24V962000,False,False,False,,20/12/2024,SEATS:CRITICAL FASTENERS,"Kia America, Inc. (Kia) is recalling certain 2024-2025 EV9 vehicles.  The second- and third-row seat mounting bolts may be missing.","Seats without mounting bolts may not properly restrain an occupant, increasing the risk of injury.","Dealers will inspect and install mounting bolts as necessary free of charge.  Owner notification letters were mailed January 24, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC329.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2024,KIA,EV9,KIA,EV9,2024,2024-12-20
